Date,beta0,beta1,beta2,lambda
2015-12-28,3.143262581580742,-2.4915542402162916,1.6058868314002117,0.13169559817173918
2015-12-29,3.195021826782505,-2.536153287921359,1.8351357707551121,0.13079573212140633
2015-12-30,3.2055438947302557,-2.586957788206794,1.7710444514480455,0.1371062747335034
2015-12-31,3.144748702869477,-2.5133114181574543,1.9978976396086772,0.12318193174960465
2016-01-04,3.047892112481591,-2.4012461735075314,2.2677377372509,0.11215009874110668
2016-01-05,3.1512286854321765,-2.4847555305717264,2.0674304575151012,0.11381969074469753
2016-01-06,3.020573366811926,-2.35217111933057,2.322904135473141,0.10047515831461594
2016-01-07,2.9297389146369577,-2.2686792726761946,2.591442522741627,0.0926600745784107
2016-01-08,2.815722151496884,-2.15732436940295,2.963288608770366,0.08407592305280967
2016-01-11,2.769624950268243,-2.1106438627125996,3.282225418697188,0.08101253498532773
2016-01-12,2.8017707319147713,-2.1353461989569804,2.9449047006519655,0.08154698259436058
2016-01-13,2.6343604262200104,-1.969319707383538,3.2785545488203067,0.07525180141508689
2016-01-14,2.49680616477427,-1.8417911139123306,3.8315939080882395,0.07027833960676669
2016-01-15,1.7290601988625012,-1.1038856239855703,5.231301466037165,0.059377246560594905
2016-01-19,2.0793118856038597,-1.4453371896544294,4.484795158957109,0.06568530508323861
2016-01-20,0.4840873111591716,0.15136995790487331,7.39233239702489,0.04907991669658104
2016-01-21,0.15672602689764184,0.4902585579850216,8.014845182240197,0.04653863687355006
2016-01-22,1.3896396403520554,-0.7300756227328387,5.900487506253879,0.05599765330291742
2016-01-25,1.7302458784900514,-1.065539830700234,5.1623887378020115,0.057758657089135336
2016-01-26,0.2428856932855955,0.4367168999208746,7.855068560182318,0.045159854767413375
2016-01-27,0.0,0.6704157379417782,8.318281056659947,0.044070450458140696
2016-01-28,0.0,0.674387884665065,8.333078365479954,0.04271383840063278
2016-01-29,0.0,0.6507857514526664,8.40840836331499,0.03935693916963639
2016-02-01,0.0,0.6641034561470804,8.31561982004216,0.04173938207303232
2016-02-02,3.7175803090266806,-3.0296611925141517,0.03894969230823872,0.08978867878151563
2016-02-03,0.0,0.6809388762223466,8.503692561221424,0.03427428078745879
2016-02-04,3.8150713607733584,-3.158480318722734,0.3155041707685075,0.08037014401486402
2016-02-05,0.6719288332120392,-0.0035265332357041312,7.333401281866986,0.036452399887007825
2016-02-08,2.7047393819291954,-1.7453397263802932,-4.063216696098242,0.6649964108694837
2016-02-09,2.6875372024284427,-1.7107530667764872,-4.027262796738565,0.6644703340836468
2016-02-10,2.653049420123968,-1.679544567927702,-3.9420756839774898,0.6637536592210962
2016-02-11,2.59178266402766,-1.6194353949883795,-4.069022139158991,0.6774470319498852
2016-02-12,3.886079649747872,-3.2220154049386007,-0.03248436065956782,0.07524066312409601
2016-02-16,2.733604095064325,-1.784361093497937,-3.9411111643019985,0.6778484758086203
2016-02-17,3.86787080656674,-3.187607693193932,0.2268787979124677,0.07614921072038103
2016-02-18,2.718248603175656,-1.7360253181771281,-4.0263699963032895,0.6744556640598851
2016-02-19,2.6974300791235106,-1.7289594901586585,-3.868895374698679,0.6818735385839176
2016-02-22,0.0,0.7020708557790597,8.388622574327899,0.03084296612715353
2016-02-23,2.6994033368729635,-1.7242553992860843,-3.831501859404441,0.6584617066216533
2016-02-24,2.7104221357515956,-1.7313442698015056,-3.881779450328025,0.6590119914207758
2016-02-25,2.7202191464559973,-1.7607205809681814,-3.8548496621806,0.6127957702194503
2016-02-26,0.0,0.706415121095332,8.473644181507199,0.030412986845792606
2016-02-29,3.9232983014083103,-3.216018890317275,0.04020726195913455,0.07181343228618396
2016-03-01,0.0,0.7374682293265378,8.423624767275628,0.0329373090264472
2016-03-02,0.529696730546361,0.20488907698072584,7.332539222585075,0.03697786718799534
2016-03-03,3.4868625031828033,-2.7831125689967764,0.467503610509326,0.08725169187625638
2016-03-04,2.620257805004153,-1.90798394808427,3.1654520977504044,0.058922879246799634
2016-03-07,2.9200905514681765,-2.194442416738251,2.2875797129769047,0.06959601230840269
2016-03-08,2.6651486731116094,-1.93906964771403,2.8860157148912657,0.057382069897774085
2016-03-09,2.8066220803520316,-2.0842860506793524,2.5087944668497326,0.06611388145999099
2016-03-10,3.068460016618427,-2.338092056114562,1.5486535642083121,0.08453937883146888
2016-03-11,3.238851428593095,-2.5031787718699725,0.9204017767223724,0.10311664755240377
2016-03-14,3.152029275709134,-2.4070174743545065,1.3123021834979582,0.09199423653311482
2016-03-15,3.2183983471368802,-2.467179601606386,0.908196158035712,0.10219400751846305
2016-03-16,2.2053070793972074,-1.48958990773579,4.087298394818142,0.05546624975443061
